Station Category,Station #,Station Name,Katakana Name,Lat,Lon,Lat Degree,Lat Minute,Lon Degree,Lon Minute,Elevation,Precipitation,Wind,Teperature,Sunshine,Snowfall,,,,,Note 1,Note 2
a,0582,春照,スイジョ,35.38000000,136.37333333,35,22.8,136,22.4,160,1,0,0,0,1,2001,3,29,1984年10月10日までの地点名「山東」,,
s,47761,彦根,ヒコネ,35.27500000,136.24333333,35,16.5,136,14.6,87.3,1,1,1,1,1,9999,99,99,,,
a,0584,近江八幡,オウミハチマン,35.12666667,136.09166667,35,7.6,136,5.5,90,1,0,0,0,0,9999,99,99,,,
a,0585,君ケ畑台地,キミガハタダイチ,35.19833333,136.34000000,35,11.9,136,20.4,402,1,0,0,0,0,1979,3,10,,,
a,0586,大津,オオツ,34.99166667,135.91166667,34,59.5,135,54.7,86,1,1,1,1,0,9999,99,99,,,
a,0587,土山,ツチヤマ,34.93833333,136.27833333,34,56.3,136,16.7,248,1,1,1,1,0,9999,99,99,,,
a,0963,東近江,ヒガシオウミ,35.06166667,136.19000000,35,3.7,136,11.4,128,1,1,1,1,0,9999,99,99,2006年2月28日までの地点名「蒲生」,,
a,0964,信楽,シガラキ,34.91333333,136.08000000,34,54.8,136,4.8,265,1,1,1,1,0,9999,99,99,,,
a,0976,長浜,ナガハマ,35.42333333,136.24166667,35,25.4,136,14.5,95,1,1,1,1,0,9999,99,99,2010年3月24日までの地点名「虎姫」,,
a,1083,南小松,ミナミコマツ,35.23500000,135.95666667,35,14.1,135,57.4,90,1,1,1,1,0,9999,99,99,1992年1月17日までの地点名「北小松」,,
a,1087,柳ケ瀬,ヤナガセ,35.58166667,136.18833333,35,34.9,136,11.3,220,1,0,0,0,1,9999,99,99,,,
a,1361,霜ケ原,シモガハラ,35.19833333,136.33833333,35,11.9,136,20.3,420,1,0,0,0,0,2009,11,20,,,
a,1524,米原,マイバラ,35.38333333,136.34333333,35,23,136,20.6,147,1,1,1,1,1,9999,99,99,2005年2月28日までの地点名「山東」,,
a,1578,朽木平良,クツキヘラ,35.30833333,135.83000000,35,18.5,135,49.8,380,1,0,0,0,0,9999,99,99,,,
s,47751,伊吹山,イブキヤマ,35.41833333,136.41333333,35,25.1,136,24.8,1375.8,1,1,1,1,1,2001,3,31,,,
a,0588,峰山,ミネヤマ,35.61833333,135.07166667,35,37.1,135,4.3,23,1,0,0,0,1,9999,99,99,2004年2月29日までの地点名「峰山丹波」,,
a,0589,宮津,ミヤヅ,35.55000000,135.23500000,35,33,135,14.1,2,1,1,1,1,0,9999,99,99,,,
s,47750,舞鶴,マイヅル,35.45000000,135.31666667,35,27,135,19,2.4,1,1,1,1,1,9999,99,99,,,
a,0591,仏坂,フッサカ,35.37666667,135.03500000,35,22.6,135,2.1,410,1,0,0,0,0,1981,10,21,,,
a,0592,浅原山,アサハラヤマ,35.33333333,135.38833333,35,20,135,23.3,380,1,0,0,0,0,1981,10,15,,,
a,0593,福知山,フクチヤマ,35.31166667,135.11333333,35,18.7,135,6.8,17,1,1,1,1,0,9999,99,99,,,
a,0594,胡麻,ゴマ,35.21000000,135.46166667,35,12.6,135,27.7,260,1,0,0,0,0,1981,11,11,,,
a,0595,妙高山,ミョウコウサン,35.16833333,135.17000000,35,10.1,135,10.2,440,1,0,0,0,0,1981,10,14,,,
a,0596,園部,ソノベ,35.10833333,135.45500000,35,6.5,135,27.3,134,1,1,1,1,0,9999,99,99,,,
s,47759,京都,キヨウト,35.01333333,135.73166667,35,0.8,135,43.9,40.8,1,1,1,1,1,9999,99,99,,,
a,0598,京田辺,キョウタナベ,34.83000000,135.76000000,34,49.8,135,45.6,20,1,1,1,1,0,9999,99,99,1997年3月31日までの地点名「田辺」,,
a,0599,鷲峰山,ジュブサン,34.82833333,135.90500000,34,49.7,135,54.3,607,1,0,0,0,0,2009,11,20,,,
a,0920,花背峠,ハナセトウゲ,35.15666667,135.78833333,35,9.4,135,47.3,710,1,0,0,0,0,2009,11,20,,,
a,0927,知井,チイ,35.32166667,135.64666667,35,19.3,135,38.8,250,1,0,0,0,0,1978,11,14,,,
a,0928,京北,ケイホク,35.18166667,135.66166667,35,10.9,135,39.7,260,1,0,0,0,0,9999,99,99,,,
a,0965,間人,タイザ,35.73666667,135.08666667,35,44.2,135,5.2,42,1,1,1,1,0,9999,99,99,,,
a,0966,本庄,ホンジョウ,35.26000000,135.39500000,35,15.6,135,23.7,95,1,0,0,0,0,9999,99,99,2005年10月2日までの地点名「和知」,,
a,1025,長岡京,ナガオカキョウ,34.93000000,135.67833333,34,55.8,135,40.7,71,1,0,0,0,0,9999,99,99,,,
a,1160,睦寄,ムツヨリ,35.38166667,135.45333333,35,22.9,135,27.2,175,1,0,0,0,0,9999,99,99,2012年11月29日までの地点名「故屋岡」,,
a,1303,美山,ミヤマ,35.27500000,135.55000000,35,16.5,135,33,200,1,1,1,1,1,9999,99,99,,,
a,1378,須知,シュウチ,35.17666667,135.42000000,35,10.6,135,25.2,150,1,0,0,0,0,9999,99,99,,,
a,1379,三岳,ミタケ,35.36666667,135.05000000,35,22,135,3,118,1,0,0,0,0,2013,5,29,,,
a,1380,綾部,アヤベ,35.29333333,135.25833333,35,17.6,135,15.5,51,1,0,0,0,0,9999,99,99,,,
a,1383,三和,ミワ,35.21666667,135.23166667,35,13,135,13.9,105,1,0,0,0,0,9999,99,99,,,
a,1641,坂浦,サカウラ,35.41833333,135.08666667,35,25.1,135,5.2,223,1,0,0,0,0,9999,99,99,,,
a,1641,坂浦,サカウラ,35.41833333,135.08666667,35,25.1,135,5.2,223,1,0,0,0,0,9999,99,99,,,
a,0600,能勢,ノセ,34.94833333,135.45500000,34,56.9,135,27.3,235,1,1,1,1,0,9999,99,99,,,
a,0601,箕面,ミノオ,34.83833333,135.50333333,34,50.3,135,30.2,96,1,0,0,0,0,2009,12,18,,,
a,0602,豊中,トヨナカ,34.78333333,135.43833333,34,47,135,26.3,12,1,1,1,1,0,9999,99,99,,,
s,47772,大阪,オオサカ,34.68166667,135.51833333,34,40.9,135,31.1,23,1,1,1,1,1,9999,99,99,,,
a,0604,生駒山,イコマヤマ,34.67500000,135.67666667,34,40.5,135,40.6,626,1,1,1,1,0,9999,99,99,,,
a,0605,河内長野,カワチナガノ,34.42333333,135.54333333,34,25.4,135,32.6,160,1,0,0,0,0,9999,99,99,,,
a,0606,熊取,クマトリ,34.38500000,135.35000000,34,23.1,135,21,68,1,1,1,1,0,9999,99,99,,,
a,1062,堺,サカイ,34.55500000,135.48500000,34,33.3,135,29.1,20,1,1,1,1,0,9999,99,99,,,
a,1065,枚方,ヒラカタ,34.80833333,135.67166667,34,48.5,135,40.3,26,1,1,1,1,0,9999,99,99,,,
a,1470,八尾,ヤオ,34.59666667,135.60000000,34,35.8,135,36,10,1,1,1,0,0,9999,99,99,,,
a,1471,関空島,カンクウジマ,34.43333333,135.23166667,34,26,135,13.9,5,1,1,1,0,0,9999,99,99,,,
a,1602,茨木,イバラキ,34.86000000,135.56000000,34,51.6,135,33.6,78,1,0,0,0,0,9999,99,99,,,
a,1602,茨木,イバラキ,34.86000000,135.56000000,34,51.6,135,33.6,78,1,0,0,0,0,9999,99,99,,,
a,0607,香住,カスミ,35.62500000,134.62666667,35,37.5,134,37.6,5,1,1,1,1,1,9999,99,99,,,
a,0608,温泉,オンセン,35.52833333,134.48000000,35,31.7,134,28.8,233,1,0,0,0,0,9999,99,99,,,
a,0609,三川山,ミカワヤマ,35.54500000,134.63666667,35,32.7,134,38.2,875,1,0,0,0,0,2003,9,30,,,
s,47747,豊岡,トヨオカ,35.53500000,134.82166667,35,32.1,134,49.3,3.4,1,1,1,1,1,9999,99,99,,,
a,0611,八鹿,ヨウカ,35.39833333,134.74000000,35,23.9,134,44.4,183,1,0,0,0,0,9999,99,99,,,
a,0612,和田山,ワダヤマ,35.32333333,134.84833333,35,19.4,134,50.9,80,1,1,1,1,1,9999,99,99,,,
a,0613,生野,イクノ,35.16666667,134.79166667,35,10,134,47.5,320,1,1,1,1,0,9999,99,99,,,
a,0614,柏原,カイバラ,35.13666667,135.06500000,35,8.2,135,3.9,98,1,1,1,1,0,9999,99,99,,,
a,0615,一宮,イチノミヤ,35.09666667,134.58500000,35,5.8,134,35.1,195,1,1,1,1,0,9999,99,99,,,
a,0616,笠形山,カサガタヤマ,35.05333333,134.83666667,35,3.2,134,50.2,580,1,0,0,0,0,2007,3,28,,,
a,0617,佐用,サヨウ,35.01666667,134.36833333,35,1,134,22.1,120,1,0,0,0,0,9999,99,99,,,
a,0618,後川,シツカワ,35.02500000,135.29333333,35,1.5,135,17.6,330,1,0,0,0,0,9999,99,99,1989年12月31日までの地点名「羽束川」,,
a,0619,上郡,カミゴオリ,34.85833333,134.37333333,34,51.5,134,22.4,20,1,1,1,1,0,9999,99,99,,,
a,0620,的場山,マトバヤマ,34.87166667,134.52666667,34,52.3,134,31.6,260,1,0,0,0,0,2007,3,28,,,
s,47769,姫路,ヒメジ,34.83833333,134.67000000,34,50.3,134,40.2,38.2,1,1,1,1,1,9999,99,99,,,
a,0622,名塩,ナジオ,34.83000000,135.29333333,34,49.8,135,17.6,168,1,0,0,0,0,2006,3,6,,,
a,0623,六甲山,ロッコウサン,34.76333333,135.27000000,34,45.8,135,16.2,620,1,0,0,0,0,2006,3,31,,,
a,0624,家島,イエシマ,34.67166667,134.52666667,34,40.3,134,31.6,88,1,1,1,1,0,9999,99,99,,,
a,0625,明石,アカシ,34.68666667,134.87666667,34,41.2,134,52.6,3,1,1,1,1,0,9999,99,99,,,
s,47770,神戸,コウベ,34.69666667,135.21166667,34,41.8,135,12.7,5.3,1,1,1,1,1,9999,99,99,,,
s,47776,洲本,スモト,34.33833333,134.90500000,34,20.3,134,54.3,109.3,1,1,1,1,1,9999,99,99,,,
a,0628,福良,フクラ,34.26000000,134.70833333,34,15.6,134,42.5,35,1,0,0,0,0,1978,12,21,,,
a,0956,西脇,ニシワキ,34.99833333,134.99666667,34,59.9,134,59.8,72,1,1,1,1,0,9999,99,99,,,
a,0967,大屋,オオヤ,35.33166667,134.66500000,35,19.9,134,39.9,150,1,0,0,0,0,9999,99,99,,,
a,0968,福崎,フクサキ,34.95000000,134.74833333,34,57,134,44.9,72,1,1,1,1,0,9999,99,99,,,
a,0969,三田,サンダ,34.89500000,135.21166667,34,53.7,135,12.7,150,1,1,1,1,0,9999,99,99,,,
a,0970,郡家,グンゲ,34.46666667,134.84833333,34,28,134,50.9,5,1,1,1,1,0,9999,99,99,,,
a,0977,兎和野高原,ウワノコウゲン,35.43166667,134.58333333,35,25.9,134,35,540,1,1,1,1,1,9999,99,99,2007年1月15日までの地点名「村岡」,,
a,1227,三木,ミキ,34.77666667,135.01333333,34,46.6,135,0.8,145,1,1,1,1,0,9999,99,99,,,
a,1337,南淡,ナンダン,34.21833333,134.72000000,34,13.1,134,43.2,5,1,1,1,1,0,9999,99,99,,,
a,1448,淡路町,アワジチョウ,34.58833333,135.01666667,34,35.3,135,1,3,1,0,0,0,0,2004,3,1,,,
a,1449,芦屋,アシヤ,34.74166667,135.30666667,34,44.5,135,18.4,50,1,0,0,0,0,2004,3,1,,,
a,1450,神戸塩屋,コウベシオヤ,34.64166667,135.07500000,34,38.5,135,4.5,60,1,0,0,0,0,2004,3,1,,,
a,1587,神戸空港,コウベクウコウ,34.63166667,135.22333333,34,37.9,135,13.4,5,1,1,1,0,0,9999,99,99,,,
a,1588,西宮,ニシノミヤ,34.75000000,135.33500000,34,45,135,20.1,38,1,0,0,0,0,9999,99,99,,,
s,47780,奈良,ナラ,34.69333333,135.82666667,34,41.6,135,49.6,104.4,1,1,1,1,1,9999,99,99,,,
a,0630,針,ハリ,34.60500000,135.95166667,34,36.3,135,57.1,468,1,1,1,1,0,9999,99,99,,,
a,0631,田原本,タワラモト,34.55500000,135.78500000,34,33.3,135,47.1,50,1,0,0,0,0,9999,99,99,,,
a,0632,曽爾,ソニ,34.52166667,136.15833333,34,31.3,136,9.5,610,1,0,0,0,0,9999,99,99,,,
a,0633,大宇陀,オオウダ,34.48833333,135.93166667,34,29.3,135,55.9,349,1,1,1,1,0,9999,99,99,,,
a,0634,高見山,タカミヤマ,34.42666667,136.08500000,34,25.6,136,5.1,1190,1,0,0,0,0,1979,11,1,,,
a,0635,五條,ゴジョウ,34.38000000,135.73000000,34,22.8,135,43.8,190,1,1,1,1,0,9999,99,99,,,
a,0636,天辻,テンツジ,34.22666667,135.72833333,34,13.6,135,43.7,897,1,0,0,0,0,2009,11,20,,,
a,0637,山上ケ岳,サンジョウガタケ,34.26500000,135.93166667,34,15.9,135,55.9,1485,1,0,0,0,0,2010,3,25,,,
a,0638,荒神岳,コウジンダケ,34.15666667,135.65666667,34,9.4,135,39.4,1242,1,0,0,0,0,1980,12,2,,,
a,0639,日出岳,ヒデガタケ,34.18500000,136.10833333,34,11.1,136,6.5,1695,1,0,0,0,0,2009,11,20,,,
a,0640,上野地,ウエノジ,34.09666667,135.77166667,34,5.8,135,46.3,140,1,0,0,0,0,1980,10,31,,,
a,0641,玉置山,タマキヤマ,33.92666667,135.83000000,33,55.6,135,49.8,1077,1,0,0,0,0,9999,99,99,,,
a,0957,上北山,カミキタヤマ,34.13666667,136.00500000,34,8.2,136,0.3,334,1,1,1,1,0,9999,99,99,,,
a,1228,風屋,カゼヤ,34.04500000,135.78666667,34,2.7,135,47.2,301,1,1,1,1,0,9999,99,99,,,
a,1366,高見,タカミ,34.42333333,136.07166667,34,25.4,136,4.3,830,1,0,0,0,0,2009,11,20,,,
a,1376,葛城,カツラギ,34.48833333,135.70333333,34,29.3,135,42.2,141,1,0,0,0,0,9999,99,99,2004年9月30日までの地点名「当麻」,,
a,1377,壷坂,ツボサカ,34.42333333,135.81000000,34,25.4,135,48.6,360,1,0,0,0,0,1990,12,1,,,
a,1439,吉野,ヨシノ,34.37833333,135.90000000,34,22.7,135,54,188,1,0,0,0,0,9999,99,99,,,
a,1619,天川,テンカワ,34.27000000,135.88333333,34,16.2,135,53,840,1,0,0,0,0,9999,99,99,,,
a,1619,天川,テンカワ,34.27000000,135.88333333,34,16.2,135,53,840,1,0,0,0,0,9999,99,99,,,
a,1649,下北山,シモキタヤマ,34.00333333,135.96666667,34,0.2,135,58,249,1,0,0,0,0,9999,99,99,,,
a,0642,葛城山,カツラギサン,34.34666667,135.43666667,34,20.8,135,26.2,840,1,0,0,0,0,9999,99,99,,,
s,47777,和歌山,ワカヤマ,34.22833333,135.16333333,34,13.7,135,9.8,13.9,1,1,1,1,1,9999,99,99,,,
a,0644,岩出,イワデ,34.25833333,135.32000000,34,15.5,135,19.2,25,1,0,0,0,0,1979,1,8,,,
a,0645,高野山,コウヤサン,34.22166667,135.59000000,34,13.3,135,35.4,795,1,1,1,1,0,9999,99,99,,,
a,0646,護摩壇山,ゴマダンザン,34.04000000,135.56666667,34,2.4,135,34,1130,1,0,0,0,0,9999,99,99,,,
a,0647,御坊,ゴボウ,33.89666667,135.15833333,33,53.8,135,9.5,4,1,1,1,1,0,1999,3,1,,,
a,0648,虎ケ峰峠,トラガミネトウゲ,33.85333333,135.45500000,33,51.2,135,27.3,607,1,0,0,0,0,2009,11,20,,,
a,0649,新宮,シングウ,33.68666667,135.97000000,33,41.2,135,58.2,18,1,1,1,1,0,9999,99,99,,,
a,0650,白浜,シラハマ,33.67833333,135.34666667,33,40.7,135,20.8,32,1,1,1,1,0,2009,9,1,,,
a,0651,日置川,ヒキガワ,33.60500000,135.48000000,33,36.3,135,28.8,17,1,0,0,0,0,9999,99,99,,,
s,47778,潮岬,シオノミサキ,33.45000000,135.75666667,33,27,135,45.4,67.5,1,1,1,1,1,9999,99,99,,,
a,0971,栗栖川,クリスガワ,33.79166667,135.51333333,33,47.5,135,30.8,160,1,1,1,1,0,9999,99,99,,,
a,0978,湯浅,ユアサ,34.03500000,135.18166667,34,2.1,135,10.9,8,1,0,0,0,0,9999,99,99,,,
a,1063,清水,シミズ,34.08666667,135.42500000,34,5.2,135,25.5,240,1,1,1,1,0,9999,99,99,1979年1月8日までの地点名「八幡」,,
a,1074,本宮,ホングウ,33.83666667,135.77333333,33,50.2,135,46.4,60,1,0,0,0,0,9999,99,99,,,
a,1089,龍神,リュウジン,33.94500000,135.55666667,33,56.7,135,33.4,410,1,1,1,1,0,9999,99,99,1997年7月31日までの地点名「竜神」,,
a,1172,色川,イロカワ,33.67500000,135.84833333,33,40.5,135,50.9,275,1,0,0,0,0,9999,99,99,,,
a,1342,かつらぎ,カツラギ,34.31000000,135.52833333,34,18.6,135,31.7,142,1,1,1,1,0,9999,99,99,,,
a,1347,西川,ニシカワ,33.63833333,135.71000000,33,38.3,135,42.6,150,1,1,1,1,0,9999,99,99,,,
a,1457,友ケ島,トモガシマ,34.28000000,135.00000000,34,16.8,135,0,43,1,1,1,1,0,9999,99,99,,,
a,1485,川辺,カワベ,33.89333333,135.21666667,33,53.6,135,13,84,1,1,1,1,0,9999,99,99,,,
a,1589,南紀白浜,ナンキシラハマ,33.66166667,135.36333333,33,39.7,135,21.8,89,1,1,1,0,0,9999,99,99,,,
a,0653,大空山,オオゾラヤマ,35.19666667,133.82000000,35,11.8,133,49.2,1040,1,0,0,0,0,2005,12,10,,,
a,0654,那岐山,ナギサン,35.15833333,134.18000000,35,9.5,134,10.8,960,1,0,0,0,0,1980,11,10,,,
a,0655,今岡,イマオカ,35.09833333,134.32500000,35,5.9,134,19.5,207,1,1,1,1,1,9999,99,99,2005年3月31日までの地点名「古町」,,
a,0656,久世,クセ,35.06833333,133.75333333,35,4.1,133,45.2,144,1,1,1,1,0,9999,99,99,,,
s,47756,津山,ツヤマ,35.06333333,134.00833333,35,3.8,134,0.5,145.7,1,1,1,1,1,9999,99,99,,,
a,0658,新見,ニイミ,34.94333333,133.51833333,34,56.6,133,31.1,393,1,1,1,1,0,9999,99,99,,,
a,0659,天子山,アマゴヤマ,34.98833333,133.87833333,34,59.3,133,52.7,646,1,0,0,0,0,2010,3,18,,,
a,0660,赤磐,アカイワ,34.91833333,134.08166667,34,55.1,134,4.9,56,1,0,0,0,0,9999,99,99,2007年2月26日までの地点名「周匝」,,
a,0661,陣山,ジンヤマ,34.82833333,133.52333333,34,49.7,133,31.4,529,1,0,0,0,0,9999,99,99,,,
a,0662,大平山,オオヒラヤマ,34.89500000,133.70500000,34,53.7,133,42.3,685,1,0,0,0,0,2005,12,14,,,
a,0663,福渡,フクワタリ,34.86666667,133.90333333,34,52,133,54.2,63,1,1,1,1,0,9999,99,99,,,
a,0664,和気,ワケ,34.81500000,134.18333333,34,48.9,134,11,35,1,1,1,1,0,9999,99,99,,,
a,0665,佐屋,サヤ,34.68500000,133.44500000,34,41.1,133,26.7,390,1,0,0,0,0,9999,99,99,,,
a,0666,矢掛,ヤカゲ,34.61666667,133.61833333,34,37,133,37.1,18,1,0,0,0,0,9999,99,99,,,
s,47768,岡山,オカヤマ,34.68666667,133.92500000,34,41.2,133,55.5,5.3,1,1,1,1,1,9999,99,99,,,
a,0668,虫明,ムシアゲ,34.68166667,134.20666667,34,40.9,134,12.4,10,1,1,1,1,0,9999,99,99,,,
a,0669,倉敷,クラシキ,34.59000000,133.76833333,34,35.4,133,46.1,3,1,1,1,1,0,9999,99,99,,,
a,0670,玉野,タマノ,34.48666667,133.95000000,34,29.2,133,57,2,1,1,1,1,0,9999,99,99,,,
a,0919,笠岡,カサオカ,34.50166667,133.49500000,34,30.1,133,29.7,0,1,1,1,1,0,9999,99,99,,,
a,0929,下呰部,シモアザエ,34.96500000,133.62833333,34,57.9,133,37.7,180,1,0,0,0,0,9999,99,99,,,
a,0930,高梁,タカハシ,34.79166667,133.61000000,34,47.5,133,36.6,60,1,1,1,1,0,9999,99,99,,,
a,1140,奈義,ナギ,35.11166667,134.17000000,35,6.7,134,10.2,212,1,1,1,1,0,9999,99,99,,,
a,1328,上長田,カミナガタ,35.29666667,133.72500000,35,17.8,133,43.5,430,1,1,1,1,1,9999,99,99,,,
a,1330,千屋,チヤ,35.10333333,133.43500000,35,6.2,133,26.1,525,1,1,1,1,1,9999,99,99,,,
a,1371,恩原,オンバラ,35.30000000,133.98666667,35,18,133,59.2,734,1,0,0,0,0,9999,99,99,,,
a,1531,日応寺,ニチオウジ,34.75666667,133.85500000,34,45.4,133,51.3,239,1,1,1,0,0,9999,99,99,,,
a,1584,富,トミ,35.17833333,133.80500000,35,10.7,133,48.3,480,1,0,0,0,0,9999,99,99,,,
a,1585,吉備中央,キビチュウオウ,34.81666667,133.70500000,34,49,133,42.3,340,1,0,0,0,0,9999,99,99,,,
a,1618,旭西,アサヒニシ,34.96166667,133.81166667,34,57.7,133,48.7,230,1,0,0,0,0,9999,99,99,,,
a,1618,旭西,アサヒニシ,34.96166667,133.81166667,34,57.7,133,48.7,230,1,0,0,0,0,9999,99,99,,,
a,0671,道後山,ドウゴヤマ,35.05666667,133.18833333,35,3.4,133,11.3,729,1,0,0,0,0,9999,99,99,,,
a,0672,安田山,アンダヤマ,34.92166667,132.81500000,34,55.3,132,48.9,638,1,0,0,0,0,2005,12,5,,,
a,0673,犬伏山,イヌブシヤマ,34.80500000,132.61500000,34,48.3,132,36.9,786,1,0,0,0,0,2005,12,8,,,
a,0674,三次,ミヨシ,34.81166667,132.85000000,34,48.7,132,51,159,1,1,1,1,0,9999,99,99,,,
a,0675,庄原,ショウバラ,34.86000000,133.02333333,34,51.6,133,1.4,300,1,1,1,1,0,9999,99,99,,,
a,0676,大朝,オオアサ,34.76833333,132.46333333,34,46.1,132,27.8,399,1,1,1,1,1,9999,99,99,,,
a,0677,加計,カケ,34.61000000,132.32000000,34,36.6,132,19.2,210,1,1,1,1,0,9999,99,99,,,
a,0678,海見山,カイケンザン,34.60666667,132.47833333,34,36.4,132,28.7,805,1,0,0,0,0,2005,12,6,,,
a,0679,上下,ジョウゲ,34.69333333,133.11666667,34,41.6,133,7,384,1,0,0,0,0,9999,99,99,,,
a,0680,内黒山,ウチグロヤマ,34.59666667,132.17666667,34,35.8,132,10.6,987,1,0,0,0,0,9999,99,99,,,
a,0681,世羅,セラ,34.58333333,133.05000000,34,35,133,3,350,1,1,1,1,0,9999,99,99,,,
a,0682,恵下谷山,エゲタニヤマ,34.48500000,132.33000000,34,29.1,132,19.8,790,1,0,0,0,0,2005,12,2,,,
a,0683,東広島,ヒガシヒロシマ,34.41666667,132.70000000,34,25,132,42,224,1,1,1,1,0,9999,99,99,1989年11月29日までの地点名「西条」,,
s,47767,福山,フクヤマ,34.44666667,133.24666667,34,26.8,133,14.8,1.6,1,1,1,1,1,9999,99,99,1970年4月16日までの地点名「松永」,,
s,47765,広島,ヒロシマ,34.39833333,132.46166667,34,23.9,132,27.7,3.6,1,1,1,1,1,9999,99,99,,,
a,0686,竹原,タケハラ,34.33000000,132.98166667,34,19.8,132,58.9,5,1,1,1,1,0,9999,99,99,,,
a,0687,生口島,イクチジマ,34.27833333,133.12333333,34,16.7,133,7.4,3,1,1,1,1,0,9999,99,99,2009年2月26日までの地点名「因島」,,
a,0688,大竹,オオタケ,34.22166667,132.22000000,34,13.3,132,13.2,1,1,1,1,1,0,9999,99,99,,,
s,47766,呉,クレ,34.24000000,132.55000000,34,14.4,132,33,3.5,1,1,1,1,1,9999,99,99,,,
a,0690,倉橋,クラハシ,34.09166667,132.48833333,34,5.5,132,29.3,3,1,0,0,0,0,9999,99,99,,,
a,0947,高野,タカノ,35.03333333,132.90166667,35,2,132,54.1,570,1,1,1,1,1,9999,99,99,,,
a,0948,東城,トウジョウ,34.89500000,133.27666667,34,53.7,133,16.6,310,1,0,0,0,0,9999,99,99,,,
a,0949,甲田,コウダ,34.69500000,132.76000000,34,41.7,132,45.6,185,1,0,0,0,0,9999,99,99,,,
a,0950,三入,ミイリ,34.54500000,132.53000000,34,32.7,132,31.8,70,1,1,1,1,0,9999,99,99,2001年12月19日までの地点名「可部」,,
a,0951,府中,フチュウ,34.56166667,133.23166667,34,33.7,133,13.9,70,1,1,1,1,0,9999,99,99,,,
a,0952,河内,コウチ,34.46833333,132.89333333,34,28.1,132,53.6,90,1,0,0,0,0,2010,1,28,,,
a,0953,久比,クビ,34.18166667,132.83000000,34,10.9,132,49.8,4,1,1,1,1,0,2009,2,24,,,
a,1163,志和,シワ,34.49833333,132.66000000,34,29.9,132,39.6,215,1,0,0,0,0,9999,99,99,,,
a,1257,王泊,オオドマリ,34.69833333,132.31166667,34,41.9,132,18.7,525,1,0,0,0,0,9999,99,99,,,
a,1262,八幡,ヤワタ,34.70833333,132.17333333,34,42.5,132,10.4,774,1,0,0,0,1,9999,99,99,,,
a,1325,油木,ユキ,34.76333333,133.27833333,34,45.8,133,16.7,510,1,1,1,1,0,9999,99,99,,,
a,1326,廿日市津田,ハツカイチツタ,34.36500000,132.19000000,34,21.9,132,11.4,317,1,1,1,1,0,9999,99,99,2003年2月28日までの地点名「佐伯」,,
a,1472,本郷,ホンゴウ,34.43500000,132.91833333,34,26.1,132,55.1,331,1,1,1,0,0,9999,99,99,,,
a,1575,佐伯湯来,サエキユキ,34.49833333,132.29000000,34,29.9,132,17.4,206,1,0,0,0,0,9999,99,99,,,
a,1579,都志見,ツシミ,34.64666667,132.44333333,34,38.8,132,26.6,400,1,0,0,0,0,9999,99,99,,,
a,1582,君田,キミタ,34.92833333,132.83000000,34,55.7,132,49.8,304,1,0,0,0,0,9999,99,99,,,
a,1583,美土里,ミドリ,34.72166667,132.65500000,34,43.3,132,39.3,318,1,0,0,0,0,9999,99,99,,,
a,1603,安宿,アスカ,34.56666667,132.83833333,34,34,132,50.3,363,1,0,0,0,0,9999,99,99,,,
a,1603,安宿,アスカ,34.56666667,132.83833333,34,34,132,50.3,363,1,0,0,0,0,9999,99,99,,,
a,1606,呉市蒲刈,クレシカマガリ,34.16500000,132.74833333,34,9.9,132,44.9,48,1,1,1,1,0,9999,99,99,,,
s,47740,西郷,サイゴウ,36.20333333,133.33333333,36,12.2,133,20,26.5,1,1,1,1,1,9999,99,99,,,
a,0692,西ノ島,ニシノシマ,36.11000000,133.04000000,36,6.6,133,2.4,3,1,0,0,0,0,1978,11,18,,,
a,0693,鹿島,カシマ,35.52000000,133.02166667,35,31.2,133,1.3,5,1,1,1,1,0,9999,99,99,,,
a,0694,斐川,ヒカワ,35.41333333,132.89000000,35,24.8,132,53.4,2,1,1,1,0,0,9999,99,99,,,
s,47741,松江,マツエ,35.45666667,133.06500000,35,27.4,133,3.9,16.9,1,1,1,1,1,9999,99,99,,,
a,0696,大東,ダイトウ,35.31833333,132.96500000,35,19.1,132,57.9,56,1,0,0,0,0,9999,99,99,,,
a,0697,大田,オオダ,35.19000000,132.49666667,35,11.4,132,29.8,30,1,1,1,1,0,9999,99,99,,,
a,0698,掛合,カケヤ,35.19666667,132.81500000,35,11.8,132,48.9,215,1,1,1,1,0,9999,99,99,,,
a,0699,横田,ヨコタ,35.17333333,133.10333333,35,10.4,133,6.2,369,1,1,1,1,1,9999,99,99,,,
a,0700,吾妻山,アヅマヤマ,35.06666667,133.03666667,35,4,133,2.2,1012,1,0,0,0,0,2009,11,20,,,
a,0701,川本,カワモト,34.97666667,132.49166667,34,58.6,132,29.5,132,1,1,1,1,0,9999,99,99,,,
s,47755,浜田,ハマダ,34.89666667,132.07000000,34,53.8,132,4.2,19,1,1,1,1,1,9999,99,99,,,
a,0703,三隅,ミスミ,34.78833333,131.95833333,34,47.3,131,57.5,11,1,0,0,0,0,9999,99,99,,,
a,0704,益田,マスダ,34.67666667,131.84333333,34,40.6,131,50.6,4,1,1,1,1,0,9999,99,99,,,
a,0705,聖山,ヒジリヤマ,34.63666667,132.14500000,34,38.2,132,8.7,1112,1,0,0,0,0,1978,11,1,,,
